DESIGNATION,Project_name,Department,Experience_level,Resource,Project_name.1,Resource_clearance,Department.1,Access
PROGRAMMER,P2,DEVELOPMENT,intermediate,EMP_DETAIL,P5,high,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,CLIENT_DETAIL,P5,high,HR,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,SERVER,P5,high,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,DATABASE,P5,high,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P5,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,intermediate,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,EMP_DETAIL,P5,high,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
SDE,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P5,low,HR,NO
SDE,P2,DEVELOPMENT,junior,PROJECT_COST,P5,low,FINANCE,NO
SDE,P2,DEVELOPMENT,intermediate,SERVER,P5,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,junior,DATABASE,P5,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,junior,NETWORK_SETUP,P5,medium,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,EMP_DETAIL,P5,high,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,SALARY_DETAIL,P5,high,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P5,low,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P5,high,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,NETWORK_SETUP,P5,high,TECHNICAL,NO
PROJECT_LEADER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,CLIENT_DETAIL,P5,medium,HR,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,EMP_DETAIL,P5,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,PROJECT_DETAIL,P5,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P5,medium,FINANCE,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,DATABASE,P5,high,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P5,low,TECHNICAL,YES
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,intermediate,EMP_DETAIL,P4,high,DEVELOPMENT,NO
DESIGNER,P1,DEVELOPMENT,intermediate,SALARY_DETAIL,P4,high,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
DESIGNER,P1,DEVELOPMENT,junior,PROJECT_COST,P4,high,FINANCE,NO
DESIGNER,P1,DEVELOPMENT,junior,SERVER,P4,medium,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,NO
DESIGNER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P4,high,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,intermediate,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
PROGRAMMER,P1,DEVELOPMENT,intermediate,SALARY_DETAIL,P4,high,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
PROGRAMMER,P1,DEVELOPMENT,junior,PROJECT_COST,P4,high,FINANCE,NO
PROGRAMMER,P1,DEVELOPMENT,junior,SERVER,P4,low,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,DATABASE,P4,medium,TECHNICAL,NO
PROGRAMMER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
SDE,P1,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
SDE,P1,DEVELOPMENT,intermediate,CLIENT_DETAIL,P4,high,HR,NO
SDE,P1,DEVELOPMENT,intermediate,PROJECT_COST,P4,high,FINANCE,NO
SDE,P1,DEVELOPMENT,junior,SERVER,P4,low,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,DATABASE,P4,medium,TECHNICAL,NO
SDE,P1,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,intermediate,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,EMP_DETAIL,P4,low,DEVELOPMENT,NO
PROJECT_MANAGER,P1,DEVELOPMENT,intermediate,SALARY_DETAIL,P4,high,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,PROJECT_COST,P4,high,FINANCE,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,SERVER,P4,high,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,DATABASE,P4,medium,TECHNICAL,NO
PROJECT_MANAGER,P1,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
PROJECT_LEADER,P1,DEVELOPMENT,junior,SALARY_DETAIL,P4,high,HR,NO
PROJECT_LEADER,P1,DEVELOPMENT,senior,CLIENT_DETAIL,P4,high,HR,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,EMP_DETAIL,P4,low,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,intermediate,PROJECT_DETAIL,P4,medium,DEVELOPMENT,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,PROJECT_COST,P4,low,FINANCE,YES
PROJECT_LEADER,P1,DEVELOPMENT,junior,SERVER,P4,low,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,DATABASE,P4,medium,TECHNICAL,YES
PROJECT_LEADER,P1,DEVELOPMENT,senior,NETWORK_SETUP,P4,medium,TECHNICAL,YES
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
DESIGNER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P4,high,HR,NO
DESIGNER,P2,DEVELOPMENT,intermediate,CLIENT_DETAIL,P4,high,HR,NO
DESIGNER,P2,DEVELOPMENT,junior,PROJECT_COST,P4,medium,FINANCE,NO
DESIGNER,P2,DEVELOPMENT,junior,SERVER,P4,medium,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,DATABASE,P4,high,TECHNICAL,NO
DESIGNER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P4,medium,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,intermediate,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,junior,EMP_DETAIL,P4,low,DEVELOPMENT,NO
PROGRAMMER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
PROGRAMMER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
PROGRAMMER,P2,DEVELOPMENT,junior,PROJECT_COST,P4,medium,FINANCE,NO
PROGRAMMER,P2,DEVELOPMENT,junior,SERVER,P4,low,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,NO
PROGRAMMER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
SDE,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
SDE,P2,DEVELOPMENT,junior,SALARY_DETAIL,P4,high,HR,NO
SDE,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P4,high,HR,NO
SDE,P2,DEVELOPMENT,junior,PROJECT_COST,P4,low,FINANCE,NO
SDE,P2,DEVELOPMENT,intermediate,SERVER,P4,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,intermediate,DATABASE,P4,high,TECHNICAL,NO
SDE,P2,DEVELOPMENT,intermediate,NETWORK_SETUP,P4,high,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,EMP_DETAIL,P4,low,DEVELOPMENT,NO
PROJECT_MANAGER,P2,DEVELOPMENT,intermediate,SALARY_DETAIL,P4,high,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,PROJECT_COST,P4,low,FINANCE,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,SERVER,P4,medium,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,NO
PROJECT_MANAGER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P4,high,TECHNICAL,NO
PROJECT_LEADER,P2,DEVELOPMENT,junior,SALARY_DETAIL,P4,medium,HR,NO
PROJECT_LEADER,P2,DEVELOPMENT,junior,CLIENT_DETAIL,P4,low,HR,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,EMP_DETAIL,P4,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,PROJECT_DETAIL,P4,high,DEVELOPMENT,YES
PROJECT_LEADER,P2,DEVELOPMENT,intermediate,PROJECT_COST,P4,medium,FINANCE,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,SERVER,P4,high,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,senior,DATABASE,P4,high,TECHNICAL,YES
PROJECT_LEADER,P2,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,YES
DESIGNER,P5,DEVELOPMENT,intermediate,PROJECT_DETAIL,P5,medium,DEVELOPMENT,YES
DESIGNER,P5,DEVELOPMENT,intermediate,EMP_DETAIL,P5,high,DEVELOPMENT,NO
DESIGNER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
DESIGNER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P5,medium,HR,NO
DESIGNER,P5,DEVELOPMENT,junior,PROJECT_COST,P5,medium,FINANCE,NO
DESIGNER,P5,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,YES
DESIGNER,P5,DEVELOPMENT,intermediate,DATABASE,P5,medium,TECHNICAL,YES
DESIGNER,P5,DEVELOPMENT,intermediate,NETWORK_SETUP,P5,high,TECHNICAL,NO
PROGRAMMER,P5,DEVELOPMENT,senior,PROJECT_DETAIL,P5,medium,DEVELOPMENT,YES
PROGRAMMER,P5,DEVELOPMENT,junior,EMP_DETAIL,P5,medium,DEVELOPMENT,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P5,high,HR,NO
PROGRAMMER,P5,DEVELOPMENT,junior,PROJECT_COST,P5,high,FINANCE,NO
PROGRAMMER,P5,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,YES
PROGRAMMER,P5,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,YES
PROGRAMMER,P5,DEVELOPMENT,junior,NETWORK_SETUP,P5,low,TECHNICAL,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_DETAIL,P5,low,DEVELOPMENT,YES
SDE,P5,DEVELOPMENT,junior,EMP_DETAIL,P5,medium,DEVELOPMENT,NO
SDE,P5,DEVELOPMENT,junior,SALARY_DETAIL,P5,high,HR,NO
SDE,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P5,high,HR,NO
SDE,P5,DEVELOPMENT,junior,PROJECT_COST,P5,medium,FINANCE,NO
SDE,P5,DEVELOPMENT,senior,SERVER,P5,high,TECHNICAL,YES
SDE,P5,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,YES
SDE,P5,DEVELOPMENT,junior,NETWORK_SETUP,P5,low,TECHNICAL,NO
PROJECT_MANAGER,P5,DEVELOPMENT,senior,PROJECT_DETAIL,P5,high,DEVELOPMENT,YES
PROJECT_MANAGER,P5,DEVELOPMENT,senior,EMP_DETAIL,P5,high,DEVELOPMENT,YES
PROJECT_MANAGER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P5,medium,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,junior,CLIENT_DETAIL,P5,medium,HR,NO
PROJECT_MANAGER,P5,DEVELOPMENT,senior,PROJECT_COST,P5,medium,FINANCE,YES
PROJECT_MANAGER,P5,DEVELOPMENT,senior,SERVER,P5,high,TECHNICAL,YES
PROJECT_MANAGER,P5,DEVELOPMENT,senior,DATABASE,P5,medium,TECHNICAL,YES
PROJECT_MANAGER,P5,DEVELOPMENT,senior,NETWORK_SETUP,P5,medium,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,SALARY_DETAIL,P5,low,HR,NO
PROJECT_LEADER,P5,DEVELOPMENT,senior,CLIENT_DETAIL,P5,high,HR,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,EMP_DETAIL,P5,low,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,PROJECT_DETAIL,P5,medium,DEVELOPMENT,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,PROJECT_COST,P5,medium,FINANCE,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,SERVER,P5,low,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,junior,DATABASE,P5,low,TECHNICAL,YES
PROJECT_LEADER,P5,DEVELOPMENT,intermediate,NETWORK_SETUP,P5,medium,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,YES
DESIGNER,P4,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
DESIGNER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
DESIGNER,P4,DEVELOPMENT,intermediate,CLIENT_DETAIL,P4,high,HR,NO
DESIGNER,P4,DEVELOPMENT,junior,PROJECT_COST,P4,high,FINANCE,NO
DESIGNER,P4,DEVELOPMENT,senior,SERVER,P4,medium,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,YES
DESIGNER,P4,DEVELOPMENT,intermediate,NETWORK_SETUP,P4,high,TECHNICAL,NO
PROGRAMMER,P4,DEVELOPMENT,senior,PROJECT_DETAIL,P4,high,DEVELOPMENT,YES
PROGRAMMER,P4,DEVELOPMENT,junior,EMP_DETAIL,P4,low,DEVELOPMENT,NO
PROGRAMMER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P4,high,HR,NO
PROGRAMMER,P4,DEVELOPMENT,junior,PROJECT_COST,P4,low,FINANCE,NO
PROGRAMMER,P4,DEVELOPMENT,intermediate,SERVER,P4,medium,TECHNICAL,YES
PROGRAMMER,P4,DEVELOPMENT,senior,DATABASE,P4,high,TECHNICAL,YES
PROGRAMMER,P4,DEVELOPMENT,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
SDE,P4,DEVELOPMENT,senior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,YES
SDE,P4,DEVELOPMENT,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
SDE,P4,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
SDE,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
SDE,P4,DEVELOPMENT,intermediate,PROJECT_COST,P4,high,FINANCE,NO
SDE,P4,DEVELOPMENT,senior,SERVER,P4,high,TECHNICAL,YES
SDE,P4,DEVELOPMENT,senior,DATABASE,P4,medium,TECHNICAL,YES
SDE,P4,DEVELOPMENT,junior,NETWORK_SETUP,P4,medium,TECHNICAL,NO
PROJECT_MANAGER,P4,DEVELOPMENT,senior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,YES
PROJECT_MANAGER,P4,DEVELOPMENT,senior,EMP_DETAIL,P4,high,DEVELOPMENT,YES
PROJECT_MANAGER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P4,low,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,junior,CLIENT_DETAIL,P4,medium,HR,NO
PROJECT_MANAGER,P4,DEVELOPMENT,senior,PROJECT_COST,P4,high,FINANCE,YES
PROJECT_MANAGER,P4,DEVELOPMENT,senior,SERVER,P4,medium,TECHNICAL,YES
PROJECT_MANAGER,P4,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,YES
PROJECT_MANAGER,P4,DEVELOPMENT,senior,NETWORK_SETUP,P4,high,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,SALARY_DETAIL,P4,medium,HR,NO
PROJECT_LEADER,P4,DEVELOPMENT,intermediate,CLIENT_DETAIL,P4,medium,HR,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,EMP_DETAIL,P4,high,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,intermediate,PROJECT_DETAIL,P4,medium,DEVELOPMENT,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,PROJECT_COST,P4,medium,FINANCE,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,SERVER,P4,high,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,junior,DATABASE,P4,low,TECHNICAL,YES
PROJECT_LEADER,P4,DEVELOPMENT,senior,NETWORK_SETUP,P4,medium,TECHNICAL,YES
HR MANAGER,NotA,HR,junior,SALARY_DETAIL,P4,low,HR,YES
HR MANAGER,NotA,HR,junior,SALARY_DETAIL,P5,low,HR,YES
HR MANAGER,NotA,HR,senior,CLIENT_DETAIL,P4,high,HR,YES
HR MANAGER,NotA,HR,junior,CLIENT_DETAIL,P5,low,HR,YES
HR MANAGER,NotA,HR,junior,EMP_DETAIL,P4,high,DEVELOPMENT,NO
HR MANAGER,NotA,HR,junior,EMP_DETAIL,P5,low,DEVELOPMENT,NO
HR MANAGER,NotA,HR,junior,PROJECT_DETAIL,P4,high,DEVELOPMENT,NO
HR MANAGER,NotA,HR,intermediate,PROJECT_DETAIL,P5,high,DEVELOPMENT,NO
HR MANAGER,NotA,HR,intermediate,PROJECT_COST,P4,high,FINANCE,NO
HR MANAGER,NotA,HR,junior,PROJECT_COST,P5,medium,FINANCE,NO
HR MANAGER,NotA,HR,junior,SERVER,P4,high,TECHNICAL,NO
HR MANAGER,NotA,HR,junior,SERVER,P5,high,TECHNICAL,NO
HR MANAGER,NotA,HR,junior,DATABASE,P4,high,TECHNICAL,NO
HR MANAGER,NotA,HR,junior,DATABASE,P5,low,TECHNICAL,NO
HR MANAGER,NotA,HR,intermediate,NETWORK_SETUP,P4,high,TECHNICAL,NO
HR MANAGER,NotA,HR,junior,NETWORK_SETUP,P5,low,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,intermediate,PROJECT_COST,P4,medium,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,senior,PROJECT_COST,P5,medium,FINANCE,YES
FINANCE MANAGER,NotA,FINANCE,junior,EMP_DETAIL,P4,high,DEVELOPMENT,NO
FINANCE MANAGER,NotA,FINANCE,junior,EMP_DETAIL,P5,high,DEVELOPMENT,NO
FINANCE MANAGER,NotA,FINANCE,junior,SALARY_DETAIL,P4,medium,HR,NO
FINANCE MANAGER,NotA,FINANCE,junior,SALARY_DETAIL,P5,high,HR,NO
FINANCE MANAGER,NotA,FINANCE,junior,CLIENT_DETAIL,P4,low,HR,NO
FINANCE MANAGER,NotA,FINANCE,junior,CLIENT_DETAIL,P5,high,HR,NO
FINANCE MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,NO
FINANCE MANAGER,NotA,FINANCE,junior,PROJECT_DETAIL,P5,low,DEVELOPMENT,NO
FINANCE MANAGER,NotA,FINANCE,junior,SERVER,P4,low,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,SERVER,P5,medium,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,DATABASE,P4,low,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,DATABASE,P5,medium,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,NETWORK_SETUP,P4,low,TECHNICAL,NO
FINANCE MANAGER,NotA,FINANCE,junior,NETWORK_SETUP,P5,medium,TECHNICAL,NO
CTO,NotA,ADMINISTRATION,senior,SERVER,P4,low,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,SERVER,P5,medium,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,DATABASE,P4,high,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,DATABASE,P5,low,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P4,high,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P5,high,TECHNICAL,YES
CTO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P4,low,DEVELOPMENT,YES
CTO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P5,low,DEVELOPMENT,YES
CTO,NotA,ADMINISTRATION,senior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
CTO,NotA,ADMINISTRATION,senior,EMP_DETAIL,P5,high,DEVELOPMENT,NO
CTO,NotA,ADMINISTRATION,senior,SALARY_DETAIL,P4,low,HR,NO
CTO,NotA,ADMINISTRATION,senior,SALARY_DETAIL,P5,high,HR,NO
CTO,NotA,ADMINISTRATION,senior,CLIENT_DETAIL,P4,medium,HR,NO
CTO,NotA,ADMINISTRATION,senior,CLIENT_DETAIL,P5,medium,HR,NO
CTO,NotA,ADMINISTRATION,senior,PROJECT_COST,P4,high,FINANCE,NO
CTO,NotA,ADMINISTRATION,senior,PROJECT_COST,P5,low,FINANCE,NO
CEO,NotA,ADMINISTRATION,senior,SALARY_DETAIL,P4,low,HR,YES
CEO,NotA,ADMINISTRATION,senior,SALARY_DETAIL,P5,medium,HR,YES
CEO,NotA,ADMINISTRATION,senior,CLIENT_DETAIL,P4,high,HR,YES
CEO,NotA,ADMINISTRATION,senior,CLIENT_DETAIL,P5,low,HR,YES
CEO,NotA,ADMINISTRATION,senior,EMP_DETAIL,P4,low,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,EMP_DETAIL,P5,medium,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_DETAIL,P5,medium,DEVELOPMENT,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_COST,P4,low,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,PROJECT_COST,P5,low,FINANCE,YES
CEO,NotA,ADMINISTRATION,senior,SERVER,P4,high,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,SERVER,P5,high,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,DATABASE,P4,medium,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,DATABASE,P5,medium,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P4,high,TECHNICAL,YES
CEO,NotA,ADMINISTRATION,senior,NETWORK_SETUP,P5,high,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P4,high,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,SALARY_DETAIL,P5,high,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P4,high,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,CLIENT_DETAIL,P5,high,HR,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P4,medium,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,EMP_DETAIL,P5,high,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P4,low,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P5,medium,DEVELOPMENT,NO
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,PROJECT_COST,P4,high,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P5,medium,FINANCE,NO
NETWORK_ENGINEER,NotA,TECHNICAL,senior,SERVER,P4,medium,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,SERVER,P5,low,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,junior,DATABASE,P4,low,TECHNICAL,NO
NETWORK_ENGINEER,NotA,TECHNICAL,junior,DATABASE,P5,high,TECHNICAL,NO
NETWORK_ENGINEER,NotA,TECHNICAL,senior,NETWORK_SETUP,P4,medium,TECHNICAL,YES
NETWORK_ENGINEER,NotA,TECHNICAL,intermediate,NETWORK_SETUP,P5,medium,TECHNICAL,YES
DATABASE_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P4,medium,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,SALARY_DETAIL,P5,medium,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,CLIENT_DETAIL,P4,medium,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,CLIENT_DETAIL,P5,high,HR,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P4,low,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,EMP_DETAIL,P5,medium,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P4,medium,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_DETAIL,P5,low,DEVELOPMENT,NO
DATABASE_ENGINEER,NotA,TECHNICAL,junior,PROJECT_COST,P4,high,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,PROJECT_COST,P5,high,FINANCE,NO
DATABASE_ENGINEER,NotA,TECHNICAL,intermediate,SERVER,P4,medium,TECHNICAL,YES
